service,flag,logged_in,serror_rate,srv_serror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_serror_rate,dst_host_srv_serror_rate,class
http,SF,1,0,0,1,13,69,0,0,normal
http,SF,1,0,0,1,2,255,0,0,normal
http,SF,0,0.17,0.17,1,12,55,0.08,0.02,normal
ctf,S0,0,1,1,0.01,255,2,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
iso_tsap,S0,0,1,1,0,255,1,1,1,neptune
domain_u,SF,0,0,0,1,255,207,0,0,normal
http,SF,1,0,0,1,128,255,0,0,normal
private,S0,0,1,1,0.17,255,20,1,1,neptune
http,SF,1,0,0,1,1,255,0,0,normal
uucp_path,S0,0,1,1,0.06,255,14,1,1,neptune
smtp,SF,1,0,0,0.33,126,130,0,0,normal
name,S0,0,1,1,0.04,255,11,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,REJ,0,0,0,0.5,255,1,0.01,0,portsweep
http,SF,1,0,0,1,5,255,0,0,normal
smtp,SF,1,0,0,1,22,21,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,REJ,0,0,0,0.07,255,17,0,0,neptune
smtp,SF,1,0,0,1,53,205,0,0,normal
private,REJ,0,0,0,0.07,255,20,0,0,neptune
http,SF,1,0,0,1,255,240,0,0,normal
urh_i,SF,0,0,0,0.5,195,81,0,0,normal
http,SF,1,0,0,1,8,99,0,0,normal
ftp,SF,1,0,0,1,255,46,0,0,normal
private,S0,0,1,1,0.03,255,18,1,1,neptune
other,SF,0,0,0,0.5,255,2,0,0,normal
private,S0,0,1,1,0.03,255,10,1,1,neptune
uucp,S0,0,1,1,0.06,255,2,1,1,neptune
http,SF,1,0,0,1,109,109,0,0,back
smtp,SF,1,0,0,1,10,200,0,0,normal
private,S0,0,1,1,0.05,255,14,1,1,neptune
eco_i,SF,0,0,0,1,1,241,0,0,ipsweep
http,SF,1,0,0,1,2,255,0,0,normal
smtp,SF,1,0,0,1,161,248,0,0,normal
private,REJ,0,0.05,0,0.01,255,1,0.03,0,satan
http,SF,1,0,0,1,61,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,SF,1,0,0,1,1,1,0,0,warezclient
private,S0,0,1,1,0.29,255,24,1,1,neptune
domain_u,SF,0,0,0,1,255,224,0,0,normal
uucp,S0,0,1,1,0.09,255,7,1,1,neptune
private,S0,0,1,1,0.06,255,33,1,1,neptune
smtp,SF,1,0,0,1,172,93,0,0,normal
http,SF,1,0,0,1,223,223,0,0,normal
domain,S0,0,1,1,0.03,255,9,1,1,neptune
private,S0,0,1,1,0.09,255,5,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,SF,1,0,0,1,10,37,0,0,warezclient
private,REJ,0,0,0,1,14,1,0,0,ipsweep
exec,S0,0,1,1,0.13,255,14,1,1,neptune
uucp_path,REJ,0,0,0,0.11,255,3,0,0,neptune
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
http,S0,0,1,1,0.3,255,63,1,1,neptune
netbios_dgm,S0,0,1,1,0.12,255,5,1,1,neptune
http,REJ,0,0,0,1,2,255,0,0,normal
private,S0,0,1,1,0.01,255,20,1,1,neptune
http,SF,1,0,0,1,144,255,0,0,normal
http,SF,1,0,0,1,42,255,0,0,normal
private,REJ,0,0,0,0.05,255,1,0,0,neptune
smtp,SF,1,0,0,1,53,191,0,0,normal
hostnames,S0,0,1,1,0.08,255,22,1,1,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
ftp_data,S0,0,1,1,0.1,255,19,1,1,neptune
courier,S0,0,1,1,0.08,255,9,1,1,neptune
netbios_dgm,REJ,0,0,0,0.05,255,6,0,0,neptune
eco_i,SF,0,0,0,1,1,147,0,0,ipsweep
eco_i,SF,0,0,0,1,1,255,0,0,ipsweep
eco_i,SF,0,0,0,1,1,13,0,0,ipsweep
private,S0,0,1,1,0.09,255,11,1,1,neptune
ftp_data,SF,1,0,0,1,135,63,0,0,normal
uucp_path,S0,0,1,1,0.04,255,13,1,1,neptune
private,S0,0,1,1,0.08,255,9,1,1,neptune
http,SF,1,0,0,1,158,255,0,0,normal
urp_i,SF,0,0,0,0.5,255,19,0,0,normal
other,RSTR,0,0,0,1,255,2,0,0,portsweep
http,SF,1,0,0,1,255,225,0,0,normal
smtp,SF,1,0,0,0.5,90,51,0,0,normal
http,REJ,0,0,0,0.06,255,17,0,0,neptune
http,SF,1,0,0,1,16,255,0,0,normal
other,SF,0,0,0,0.33,255,2,0,0,normal
other,SF,1,0.07,0,0.07,56,1,0.02,0,normal
smtp,SF,1,0,0,1,103,90,0,0,normal
private,S0,0,1,1,0.05,255,14,1,1,neptune
http,SF,1,0,0,1,35,255,0,0,normal
private,REJ,0,0,0,0.05,255,26,0,0,neptune
finger,S0,0,1,1,0.07,255,17,1,1,neptune
bgp,S0,0,1,1,0.01,255,3,1,1,neptune
http,SF,1,0,0,1,159,195,0,0.01,normal
smtp,SF,1,0,0,1,113,171,0,0,normal
other,REJ,0,0.07,0,0,255,1,0.08,0,satan
ftp_data,S0,0,1,1,0.25,255,60,1,1,neptune
private,S0,0,1,1,0.04,255,15,1,1,neptune
http,SF,1,0,0,1,85,255,0,0,normal
auth,S0,0,1,1,0.01,255,9,1,1,neptune
private,S0,0,1,1,0.11,255,7,1,1,neptune
http,REJ,0,0,0,1,2,255,0,0,normal
other,REJ,0,0.05,0,0,255,1,0.03,0,satan
private,S0,0,1,1,0.02,255,3,1,1,neptune
ftp_data,SF,1,0,0,1,65,67,0,0.22,normal
uucp,S0,0,1,1,0.19,255,19,1,1,neptune
private,SF,0,0,0,0.88,255,18,0,0,satan
private,S0,0,1,1,0.08,255,10,1,1,neptune
Z39_50,S0,0,1,1,0.04,255,11,1,1,neptune
ftp_data,SF,1,0,0,1,182,47,0,0,normal
http,SF,1,0,0,1,75,255,0,0,normal
ctf,S0,0,1,1,0.06,255,4,1,1,neptune
http,REJ,0,0,0,1,60,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
smtp,SF,1,0,0,1,11,160,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
imap4,S0,0,1,1,0.08,255,18,1,1,neptune
smtp,SF,1,0,0,1,42,132,0,0.01,normal
http,SF,1,0,0,1,28,255,0,0,normal
http,SF,1,0.17,0.17,1,255,255,0,0,normal
ftp_data,SF,1,0,0,1,44,48,0,0,normal
private,S0,0,1,1,0.03,255,8,1,1,neptune
http,SF,1,0,0,1,6,255,0,0,normal
ftp_data,SF,1,0,0,1,109,34,0,0,normal
http,SF,1,0,0,1,8,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,SF,0,0,0,1,22,14,0,0,normal
telnet,S1,0,1,1,1,16,2,0.06,0.5,normal
http,SF,1,0,0,1,5,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,88,255,0,0,normal
IRC,RSTR,1,0,0,1,7,2,0,0,normal
private,RSTR,0,0,0,1,255,1,0,0,portsweep
private,SF,0,0,0,0.2,255,239,0,0,normal
urp_i,SF,0,0,0,0.33,255,24,0,0,normal
eco_i,SF,0,0,0,0.02,4,28,0,0,nmap
systat,S0,0,1,1,0.01,255,3,1,1,neptune
private,S0,0,1,1,0.08,71,14,0.8,1,neptune
domain_u,SF,0,0,0,0.99,255,254,0,0,normal
ftp,SF,1,0,0,1,255,60,0,0,normal
http,RSTR,1,0,0,1,255,255,0,0,back
http,SF,1,0,0,1,30,255,0,0,normal
http,SF,1,0,0,1,128,255,0.01,0,normal
Z39_50,S0,0,1,1,0.38,255,5,1,1,neptune
mtp,S0,0,1,1,0.04,255,2,1,1,neptune
gopher,S0,0,1,1,0.12,255,17,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.03,255,7,1,1,neptune
time,S0,0,1,1,0.06,255,14,1,1,neptune
private,S0,0,1,1,0.01,255,19,1,1,neptune
other,REJ,0,0.07,0,0,255,1,0.09,0,satan
private,SF,0,0,0,0.08,255,2,0,0,satan
http,SF,1,0,0,1,188,255,0,0,normal
http,SF,1,0,0,1,178,255,0,0,normal
eco_i,SF,0,0,0,1,1,255,0,0,ipsweep
ftp_data,SF,1,0,0,1,44,105,0,0.01,normal
name,S0,0,1,1,0.03,255,8,1,1,neptune
ftp_data,SF,1,0,0,1,255,3,0,0,normal
http,SF,1,0,0,1,35,255,0,0,normal
telnet,S1,1,1,1,1,255,16,0.59,0.19,normal
http,REJ,0,0,0,1,29,109,0,0,normal
http,SF,1,0,0,1,154,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,SF,0,0,0,1,207,175,0,0,nmap
private,S0,0,1,1,0.09,255,15,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,RSTR,0,0,0,1,255,1,0,0,portsweep
ftp,SF,1,0,0,1,1,1,0,0,normal
time,S0,0,1,1,0.04,255,7,1,1,neptune
csnet_ns,S0,0,1,1,0.03,255,5,1,1,neptune
ftp_data,SF,1,0,0,1,61,75,0.03,0,normal
http,REJ,0,0,0,0.04,255,10,0,0,neptune
domain_u,SF,0,0,0,1,163,130,0,0,normal
private,S0,0,1,1,0.09,255,14,1,1,neptune
ftp_data,SF,1,0,0,1,9,57,0,0,normal
other,SF,0,0,0,1,255,2,0,0,normal
private,S0,0,1,1,0.04,32,8,0.56,1,neptune
ftp_data,SF,1,0,0,1,142,49,0,0,normal
private,S0,0,1,1,0.18,255,22,1,1,neptune
http,SF,1,0,0,1,122,158,0,0.01,normal
http,SF,1,0,0,1,19,255,0,0,normal
http,SF,1,0,0,1,31,255,0,0,normal
smtp,RSTO,0,0,0,0.06,255,13,0,0,neptune
smtp,S0,0,1,1,0,255,3,1,1,neptune
http,SF,1,0,0.03,1,1,255,0,0.01,normal
other,REJ,0,0.1,0,0,255,1,0.18,0,satan
courier,S0,0,1,1,0.14,255,20,1,1,neptune
http_443,S0,0,1,1,0.14,255,20,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
other,SF,0,0,0,1,255,1,0,0,normal
private,S0,0,1,1,0.05,255,14,1,1,neptune
http,SF,1,0,0,1,9,255,0,0.01,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,1,255,15,1,1,neptune
domain_u,SF,0,0,0,0.5,124,80,0.01,0,normal
private,REJ,0,0,0,0.07,255,34,0,0,neptune
private,S0,0,1,1,0.05,255,11,1,1,neptune
smtp,SF,1,0,0,1,255,86,0.3,0,normal
private,REJ,0,0,0,0.08,255,16,0,0,neptune
private,REJ,0,0,0,0.08,255,13,0,0,neptune
http,SF,1,0,0,1,14,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,SF,1,0,0,1,11,10,0,0,normal
ssh,RSTR,0,0,0,1,70,1,0.09,0,portsweep
http,SF,1,0,0,1,8,255,0,0,normal
private,S0,0,1,1,0.09,255,16,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,212,255,0,0,normal
smtp,SF,1,0,0,1,255,8,0,0.12,normal
private,S0,0,1,1,0.02,255,2,1,1,neptune
http,SF,1,0,0,1,54,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,phf
ctf,S0,0,1,1,0.01,255,2,1,1,neptune
time,SF,1,0,0,0.5,120,1,0,0,satan
http,SF,1,0,0,1,24,255,0,0,normal
http,SF,1,0,0,1,29,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,SH,0,1,1,1,234,1,0.97,1,nmap
finger,SF,0,0,0,1,145,3,0,0,normal
courier,S0,0,1,1,0.19,255,19,1,1,neptune
ftp,SF,1,0,0,1,44,8,0,0,normal
finger,S0,0,1,1,0.5,255,19,1,1,neptune
uucp,RSTO,0,0,0,0.07,255,9,0,0,neptune
http,SF,1,0,0,1,154,255,0,0,normal
eco_i,SF,0,0,0,1,1,65,0,0,nmap
http,SF,1,0,0,1,255,255,0,0,normal
private,RSTR,0,0,0,1,194,1,0.03,0,portsweep
http,SF,1,0,0,1,11,255,0,0,normal
http,REJ,0,0,0,1,12,255,0,0,normal
domain,S0,0,1,1,0.02,255,10,1,1,neptune
private,S0,0,1,1,0.12,255,11,1,1,neptune
http,SF,1,0,0,1,27,203,0,0.01,normal
telnet,S0,0,1,1,0.52,255,65,1,1,neptune
http,SF,1,0,0,1,21,255,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
netstat,S0,0,1,1,0.02,255,3,1,1,neptune
http,SF,1,0,0,1,100,255,0,0,normal
http,SF,1,0,0,1,47,255,0,0,normal
http,SF,1,0,0,1,12,255,0,0,normal
http,SF,1,0,0,1,30,255,0,0,normal
name,REJ,0,0,0,0.02,255,5,0,0,neptune
other,SF,0,0,0,0.67,255,2,0,0,normal
finger,SF,0,0,0,1,34,14,0,0,normal
private,S0,0,1,1,0.43,255,8,1,1,neptune
other,RSTR,0,0,0,1,255,2,0,0,portsweep
http,SF,1,0,0,1,38,255,0,0,normal
eco_i,SF,0,0,0,1,1,121,0,0,nmap
domain_u,SF,0,0,0,1,255,238,0,0,normal
http,SF,1,0,0,1,3,253,0,0,normal
private,S0,0,1,1,0.11,255,15,1,1,neptune
http,SF,1,0,0,1,79,255,0,0,normal
domain_u,SF,0,0,0,1,198,177,0,0,normal
smtp,SF,1,0,0,1,255,117,0,0.01,normal
auth,SF,0,0,0,1,255,10,0,0,normal
private,S0,0,1,1,0.14,255,19,1,1,neptune
private,REJ,0,0.01,0,0.01,255,1,0,0,satan
http,SF,1,0,0,1,226,255,0,0,normal
nntp,S0,0,1,1,0.03,255,3,1,1,neptune
private,S0,0,1,1,0.77,255,10,1,1,neptune
private,S0,0,1,1,0.04,255,10,1,1,neptune
ftp_data,S0,0,1,1,0.01,255,10,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.06,255,1,1,1,neptune
http,SF,1,0,0,1,53,255,0,0,normal
private,S0,0,1,1,0.09,255,2,1,1,neptune
netbios_ns,S0,0,1,1,0.04,255,6,1,1,neptune
http,SF,1,0,0,1,14,255,0,0,normal
http,SF,1,0,0,1,161,255,0,0,normal
http,REJ,0,0,0,1,83,255,0,0,normal
http,SF,1,0,0,1,13,255,0,0,normal
nntp,S0,0,1,1,0.07,255,17,1,1,neptune
smtp,SF,1,0,0,1,22,175,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,SF,1,0,0,1,18,4,0,0,normal
private,S0,0,1,1,0.12,255,24,1,1,neptune
login,S0,0,1,1,0.04,255,5,1,1,neptune
private,S0,0,1,1,0.02,255,3,1,1,neptune
ftp_data,SF,1,0,0,1,108,141,0.01,0,normal
http,SF,1,0,0,1,15,255,0,0,normal
exec,RSTO,0,0,0,0.06,255,7,0,0,neptune
smtp,SF,1,0,0,1,154,61,0,0,normal
ftp_data,SF,0,0,0,1,222,44,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
discard,S0,0,1,1,0.03,255,6,1,1,neptune
eco_i,SF,0,0,0,1,1,65,0,0,nmap
gopher,S0,0,1,1,0.17,255,10,1,1,neptune
http,SF,1,0,0,1,124,255,0,0,normal
domain_u,SF,0,0,0,1,25,79,0,0,normal
http,SF,1,0,0,1,4,255,0,0,normal
smtp,SF,1,0,0,1,4,148,0.25,0,normal
domain_u,SF,0,0,0,0.99,255,196,0,0,normal
http,SF,1,0,0,1,9,255,0,0,normal
ftp_data,SF,0,0,0,1,255,34,0.56,0,normal
ecr_i,SF,0,0,0,1,210,210,0,0,smurf
private,S0,0,1,1,0.24,255,21,1,1,neptune
private,S0,0,1,1,0.16,255,16,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,SF,0,0,0,0.2,255,4,0,0,satan
private,S0,0,1,1,0.02,255,4,1,1,neptune
other,SF,0,0,0,1,255,1,0,0,normal
http,SF,1,0,0,1,255,255,0,0,back
X11,SF,1,0,0,1,5,5,0.2,0.2,normal
other,REJ,0,0.19,0,0,255,1,0.23,0,satan
private,REJ,0,0,0,0.18,255,14,0,0,neptune
smtp,SF,1,0,0,1,109,173,0,0,normal
telnet,SF,1,0,0,0.5,255,32,0.67,0.41,normal
private,S0,0,1,1,0.1,255,3,1,1,neptune
ftp_data,SF,1,0,0,1,255,72,0,0,normal
discard,S0,0,1,1,0.01,255,18,1,1,neptune
Z39_50,S0,0,1,1,0.05,255,13,1,1,neptune
ftp_data,SF,1,0,0,1,37,83,0,0,normal
domain_u,SF,0,0,0,0.99,255,254,0,0,normal
eco_i,SF,0,0,0,1,2,170,0,0,nmap
private,S0,0,1,1,0.05,255,11,1,1,neptune
http,REJ,0,0,0,1,2,255,0,0.02,normal
ftp_data,REJ,0,0,0,0.05,255,11,0,0,neptune
http,SF,1,0,0,0.8,74,74,0,0,back
private,S0,0,1,1,0.09,255,14,1,1,neptune
http,SF,1,0,0,1,39,255,0,0,normal
http,SF,1,0,0,1,140,255,0,0,normal
http,SF,1,0,0,1,212,255,0,0,normal
ecr_i,SF,0,0,0,1,131,131,0,0,smurf
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,REJ,0,0.03,0,0,255,1,0.04,0,satan
http,SF,1,0,0,1,255,253,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
bgp,S0,0,1,1,0.04,255,11,1,1,neptune
mtp,S0,0,1,1,0.07,255,20,1,1,neptune
bgp,S0,0,1,1,0.09,255,11,1,1,neptune
ftp_data,SF,1,0,0,1,72,67,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,SF,0,0,0,1,255,25,0.69,0,normal
auth,S0,0,1,1,0.08,255,18,1,1,neptune
private,S0,0,1,1,0.15,255,25,1,1,neptune
domain_u,SF,0,0,0,1,174,33,0.01,0,normal
ldap,S0,0,1,1,0.5,255,9,1,1,neptune
mtp,REJ,0,0,0,0.06,255,16,0,0,neptune
other,SF,0,0,0,1,255,3,0,0,normal
eco_i,SF,0,0,0,1,1,199,0,0,ipsweep
eco_i,SF,0,0,0,1,1,85,0,0,ipsweep
ftp,SF,1,0,0,1,54,10,0,0,normal
Z39_50,S0,0,1,1,0.04,255,9,1,1,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,13,255,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
klogin,S0,0,1,1,0.12,255,12,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,12,255,0,0,normal
private,S0,0,1,1,0.01,255,6,1,1,neptune
http,SF,1,0,0,1,162,255,0,0,normal
smtp,SF,1,0,0,1,185,168,0,0,normal
private,S0,0,1,1,0.05,255,16,1,1,neptune
smtp,S0,0,0.5,0.5,1,57,182,0.05,0.02,normal
bgp,S0,0,1,1,0.02,255,17,1,1,neptune
private,SF,0,0,0,1,255,99,0,0,teardrop
link,S0,0,1,1,0.07,255,18,1,1,neptune
ftp_data,S0,0,1,1,0.33,255,64,1,1,neptune
private,S0,0,1,1,0.02,255,4,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,88,255,0,0,normal
domain_u,SF,0,0,0,0.99,255,231,0,0,normal
private,REJ,0,0,0,0.02,255,4,0,0,neptune
supdup,S0,0,1,1,0.08,255,23,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
telnet,S0,0,1,1,1,50,11,1,0.91,neptune
private,S0,0,1,1,0.14,255,5,1,1,neptune
ftp_data,SF,1,0,0,1,6,107,0,0,normal
http,SF,1,0,0,1,94,255,0,0,normal
uucp_path,S0,0,1,1,0.06,255,3,1,1,neptune
private,S0,0,1,1,0.13,255,5,1,1,neptune
whois,S0,0,1,1,0.06,255,7,1,1,neptune
ftp,S0,0,1,1,0.08,255,19,1,1,neptune
http,SF,1,0,0,1,3,255,0,0,normal
smtp,SF,1,0,0,1,19,108,0,0,normal
private,S0,0,1,1,0.07,255,12,1,1,neptune
domain_u,SF,0,0,0,0.99,255,239,0,0,normal
other,RSTR,0,0,0,1,255,2,0,0,portsweep
http,SF,1,0,0,1,101,255,0,0,normal
daytime,S0,0,1,1,0.04,255,11,1,1,neptune
private,S0,0,1,1,0.05,255,17,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.1,255,5,1,1,neptune
netbios_ns,REJ,0,0,0,0.02,255,2,0,0,neptune
private,S0,0,1,1,0.08,255,5,1,1,neptune
telnet,S0,0,1,1,0.22,255,62,1,1,neptune
ctf,S0,0,1,1,0.04,255,11,1,1,neptune
ftp_data,SF,1,0,0,1,32,79,0.03,0.01,normal
private,S0,0,1,1,0.33,255,3,1,1,neptune
domain_u,SF,0,0,0,1,255,251,0,0,normal
http,REJ,0,0,0,1,2,251,0,0,normal
auth,S0,0,1,1,0.04,255,11,1,1,neptune
domain_u,SF,0,0,0,1,255,195,0,0,normal
private,S0,0,1,1,0.05,255,12,1,1,neptune
printer,S0,0,1,1,0.03,255,4,1,1,neptune
ftp_data,S0,0,1,1,0.29,255,48,1,1,neptune
private,RSTR,0,0,0,1,255,1,0,0,portsweep
private,SF,0,0,0,0.25,255,151,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,RSTR,0,0,0,1,255,2,0,0,portsweep
http,SF,1,0,0,1,108,255,0,0,normal
auth,S0,0,1,1,0.01,255,3,1,1,neptune
private,REJ,0,0.08,0,0,255,1,0.08,0,satan
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.09,255,3,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
time,S0,0,1,1,0,255,1,1,1,neptune
iso_tsap,S0,0,1,1,0.09,255,14,1,1,neptune
http,S0,0,1,1,0.6,255,65,1,1,neptune
ecr_i,SF,0,0,0,1,188,43,0,0,smurf
smtp,SF,1,0,0,1,239,143,0,0,normal
private,S0,0,1,1,0.04,255,8,1,1,neptune
private,S0,0,0.99,1,0.13,255,16,1,1,neptune
private,SF,0,0,0,1,255,6,0.03,0,satan
private,S0,0,1,1,1,255,6,1,1,neptune
ftp_data,S0,0,0.98,1,0.31,255,6,1,1,neptune
domain_u,SF,0,0,0,1,255,184,0,0,normal
smtp,SF,1,0,0,1,66,192,0,0,normal
other,SF,0,0,0,0.5,255,3,0,0,normal
supdup,S0,0,1,1,0.04,255,12,1,1,neptune
domain_u,SF,0,0,0,1,255,247,0,0,normal
private,S0,0,1,1,0.05,255,12,1,1,neptune
domain_u,SF,0,0,0,1,255,245,0,0,normal
http,S0,0,1,1,0.3,255,42,1,1,neptune
hostnames,S0,0,1,1,0.14,255,3,1,1,neptune
eco_i,SF,0,0,0,1,1,223,0,0,ipsweep
smtp,SF,1,0,0,1,255,7,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
eco_i,SF,0,0,0,1,1,109,0,0,ipsweep
private,S0,0,1,1,0.02,255,11,1,1,neptune
http,SF,1,0,0,1,25,255,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
private,REJ,0,0,0,0.41,255,13,0,0,neptune
http,SF,1,0,0,1,160,255,0,0,normal
http,SF,1,0,0,1,249,249,0,0,back
private,S0,0,1,1,0.04,255,20,1,1,neptune
http,SF,1,0,0,1,1,255,0,0,normal
private,S0,0,1,1,0.06,255,11,1,1,neptune
eco_i,SF,0,0,0,1,2,150,0,0,ipsweep
domain_u,SF,0,0,0,1,255,255,0,0,normal
mtp,S0,0,1,1,0.03,255,8,1,1,neptune
ftp_data,SF,1,0,0,1,255,60,0.65,0.73,normal
private,RSTR,0,0,0,1,255,2,0,0,portsweep
domain_u,SF,0,0,0,1,255,254,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,253,0,0,normal
other,REJ,0,0.08,0,0,255,1,0.07,0,satan
http,SF,1,0,0,1,199,255,0,0,normal
eco_i,SF,0,0,0,1,2,81,0,0,ipsweep
http,SF,1,0,0,1,9,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
pop_3,S0,0,1,1,0.07,255,1,1,1,neptune
private,RSTR,0,0,0,1,255,1,0,0,portsweep
http,SF,1,0,0,1,255,255,0.01,0.01,back
echo,S0,0,1,1,0.01,255,1,1,1,neptune
domain_u,SF,0,0,0,0.99,255,241,0,0,normal
http,SF,1,0,0,1,10,255,0,0,normal
finger,S0,0,1,1,0.24,255,64,1,1,neptune
http,RSTO,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,66,255,0,0,normal
http,SF,1,0,0,1,43,175,0,0,normal
ftp,S0,0,1,1,0.03,255,7,1,1,neptune
ftp,SF,1,0,0,1,208,59,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
telnet,S0,0,1,1,0.23,150,37,1,0.97,neptune
http,SF,1,0,0,1,9,255,0,0,normal
private,REJ,0,0,0,1,47,2,0,0,ipsweep
pop_3,S0,0,1,1,0.03,255,14,1,1,neptune
http,SF,1,0,0,1,7,255,0,0,normal
telnet,SF,1,0,0,1,53,13,0.02,0.08,normal
domain_u,SF,0,0,0,1,255,166,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
smtp,S3,1,1,1,1,46,169,0.02,0.01,normal
daytime,S0,0,1,1,0.13,255,2,1,1,neptune
http,SF,1,0,0,1,13,255,0,0,normal
http,SF,1,0,0,1,73,255,0,0,normal
ecr_i,SF,0,0,0,1,255,60,0.02,0,smurf
ecr_i,SF,0,0,0,1,185,185,0,0,smurf
sunrpc,S0,0,1,1,0.01,255,3,1,1,neptune
ldap,REJ,0,0,0,0.03,255,8,0,0,neptune
hostnames,REJ,0,0,0,0.07,255,20,0,0,neptune
domain_u,SF,0,0,0,1,204,196,0,0,normal
private,S0,0,1,1,0.16,255,31,1,1,neptune
ftp,SF,1,0,0,1,72,38,0,0,normal
http,SF,1,0,0,1,248,248,0,0,back
nnsp,S0,0,1,1,0.04,255,4,1,1,neptune
other,SF,0,0,0,1,255,1,0,0,normal
other,SF,0,0,0,1,255,1,0,0,normal
http,SF,1,0,0,1,187,255,0,0,normal
other,SF,0,0,0,1,255,1,0,0,normal
http,SF,1,0,0,1,26,255,0,0,normal
ftp_data,S0,0,1,1,0.22,255,74,1,1,neptune
http,SF,1,0,0,1,224,255,0,0,normal
domain_u,SF,0,0,0,1,62,38,0,0,normal
ftp_data,S0,0,1,1,1,255,64,1,1,neptune
ntp_u,SF,0,0,0,1,45,24,0,0,normal
telnet,S0,0,1,1,0.16,255,67,1,1,neptune
http,SF,1,0,0,1,150,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.16,255,20,1,1,neptune
smtp,SF,1,0,0,1,29,120,0,0,normal
smtp,SF,1,0,0,1,104,216,0,0,normal
domain_u,SF,0,0,0,1,255,169,0,0,normal
other,REJ,0,0.09,0,0,255,1,0.09,0,satan
private,S0,0,1,1,0.42,255,13,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
time,S0,0,1,1,0.6,255,9,1,1,neptune
smtp,SF,1,0,0,0.5,140,90,0.01,0,normal
smtp,SF,1,0,0,1,2,157,0,0,normal
http,S0,0,1,1,1,11,9,0.82,1,neptune
ftp_data,SF,1,0,0,1,12,33,0,0,normal
private,S0,0,1,1,0.08,255,18,1,1,neptune
private,S0,0,1,1,0.17,255,12,1,1,neptune
finger,S0,0,1,1,0.15,255,10,1,1,neptune
ecr_i,SF,0,0,0,1,205,60,0,0,smurf
smtp,SF,1,0,0,1,83,181,0.01,0,normal
pop_3,S0,0,1,1,0.04,255,7,1,1,neptune
ftp_data,SF,0,0,0,1,126,32,0,0,normal
